Table Name, Measure Name,Status
AA_LP_Segments_One, Bounce rate Segment ONE 4 week avg CY,used
AA_LP_Segments_One, Bounce rate Segment ONE 4w YoY,used
AA_LP_Segments_One, Total Bounce Rate LP YoY 4W Slope_Deviation_from_Trend,used
AA_LP_Segments_One, Total Bounce Rate LP V2,used
AA_LP_Segments_One, MISSING1_Slope,deleted
AA_LP_Segments_Three, Visits LP 2024,used
AA_LP_Segments_Three, Visits LP 2023,used
AA_LP_Segments_Three, Visits LP YoY,deleted
AA_LP_Segments_Three, Page Views LP 2024,used
AA_LP_Segments_Three, Page Views LP 2023,used
AA_LP_Segments_Three, Page Views LP YoY,deleted
AA_LP_Segments_Three, Time Spent Min LP 2024,used
AA_LP_Segments_Three, Time Spent Min LP 2023,used
AA_LP_Segments_Three, Time Spent Min LP YoY,used
AA_LP_Segments_Three, Total Conversion Rate LP 2024,used
AA_LP_Segments_Three, Total Conversion Rate LP 2023,used
AA_LP_Segments_Three, Total Conversion Rate LP YoY,used
AA_LP_Segments_Three, Pages Per Visit Segment Three 2024,used
AA_LP_Segments_Three, Pages Per Visit Segment Three 2023,used
AA_LP_Segments_Three, Pages Per Visit Segment Three YoY,used
AA_LP_Segments_Three, Time Spent Min LP FIX 2024,used
AA_LP_Segments_Three, Units per transactions 23 AA Segment 3,deleted
AA_LP_Segments_Three, Units per transactions 24 AA Segment 3,deleted
AA_LP_Segments_Three, Units per transactions AA Segment 3 YoY,deleted
AA_LP_Segments_Three, Units per transaction 4 week AA Segment 3 avg 23,deleted
AA_LP_Segments_Three, Units per transactions 4 week AA Segment 3 avg 24,deleted
AA_LP_Segments_Three, Units per transactions 4 week AA Segment 3 YoY,deleted
AA_LP_Segments_Three, Total_Bounce_Rate_Calculated_2024,deleted
AA_LP_Segments_Three, Total_Bounce_Rate_Calculated_2023,deleted
AA_LP_Segments_Three, Total Conversion Rate LP Intent-Based 2023,used
AA_LP_Segments_Three, Total Conversion Rate LP Intent-Based 2024,used
AA_LP_Segments_Three, Total Conversion Rate LP Intent-Based YoY,used
AA_LP_Segments_Three, Total Conversion Rate LP Intent-Based YoY 4W Slope_Deviation_from_Trend,used
AA_LP_Segments_Three, Pages Per Visit Segment Three Interest-Based YoY,used
AA_LP_Segments_Three, Pages Per Visit Segment Three Interest-Based YoY 4W Slope_Deviation_from_Trend,used
AA_LP_Segments_Three, Time Spent Min 4 Week Avg LP CY,used
AA_LP_Segments_Three, Time Spent 4 Week Avg YoY LP,used
AA_LP_Segments_Three, Pages Per Visit Segment Three 4 Week Avg CY,used
AA_LP_Segments_Three, Pages Per Visit Segment Three 4 Week Avg LY,used
AA_LP_Segments_Three, Pages Per Visit Segment Three 4 week YoY,used
AA_LP_Segments_Three, Total Conversion Rate LP 4 week avg CY,used
AA_LP_Segments_Three, Total Conversion Rate LP 4 week avg LY,used
AA_LP_Segments_Three, Total Conversion Rate LP 4 week YoY,used
AA_LP_Segments_Three, Page Views LP V2,deleted
AA_LP_Segments_Three, Pages Per Visit Segment Three V2,used
AA_LP_Segments_Three, Visits LP V2,used
AA_LP_Segments_Three, Total Conversion Rate LP V2,used
Brand_Interest, Share_of_Search_LY,used
Brand_Interest, Share_of_Search_CY,used
Brand_Interest, Share_of_Search_LY_string,used
Brand_Interest, Share_of_Search_4w_avg_LY,used
Brand_Interest, Share_of_Search_4w_avg_CY,used
Brand_Interest, Share_of_Search_4w_avg_YoY,used
Brand_Interest, Share_of_Search_4w_avg_CY_string,used
Brand_Interest, Brand_Interest_LY,used
Brand_Interest, Brand_Interest_CY,used
Brand_Interest, Brand_Interest_YoY,used
Brand_Interest, Brand_Interest_4w_avg_LY,used
Brand_Interest, Brand_Interest_4w_avg_CY,used
Brand_Interest, Brand_Interest_4w_YoY,used
Brand_Interest, Brand_Interest_12w_avg_LY,used
Brand_Interest, Brand_Interest_12w_avg_CY,used
Brand_Interest, Brand_Interest_12w_YoY,used
Brand_Interest, Brand_Interest_4w_YoY_string_for_GPG,used
Brand_Interest, Brand_Interest_YoY_4w_Slope_Deviation_from_Trend,used
Brand_Interest, Brand_Interest_YoY_12w_Slope_Deviation_from_Trend,used
Brand_Interest, Share_of_Search_YoY,used
Brand_Interest, Share_of_Search_CY_%_string,used
Brand_Interest, Brand_Interest V2,used
Category_Trends, Category_Interest_CY,used
Category_Trends, Category_Interest_LY,used
Category_Trends, Category_Interest_YoY,used
Category_Trends, Category_Interest_4w_avg_LY,used
Category_Trends, Category_Interest_4w_avg_CY,used
Category_Trends, Category_Interest_4w_avg_YoY,used
Category_Trends, Category_Interest_4w_avg_YoY_string_for_GPG,used
Category_Trends, Category_Interest V2,used
LL_mROAS_Channel_Level_View, Aggregated_Channel_mROAS_CY,used
LL_mROAS_Channel_Level_View, Aggregated_Channel_mROAS_CY (4week avg),used
mROAS_Target_Table, Non_Promo_Measure,used
planned_media_spend_main, Spend * 1000 Actual & Planned,
planned_media_spend_main, 000000000,
planned_media_spend_main, Actuals Week NR Offline UPDATE ME BI-WEEKLY,
planned_media_spend_main, Actuals Week NR Digital,
planned_media_spend_main, Actuals Week NR Last Year,
planned_media_spend_main, Actuals Week NR TV,
planned_media_spend_main, Current Year Number WA,used
planned_media_spend_main, NEXT WEEK CY TIM,
planned_media_spend_main, NEXT WEEK LY TIM,
planned_media_spend_main, OFFLINE PLANNED MAIN,used
planned_media_spend_main, ONLINE PLANNED MAIN,used
planned_media_spend_main, Offline_spend_CY,used
planned_media_spend_main, Online_spend_CY,used
planned_media_spend_main, TV & Other Spend CY 24,used
planned_media_spend_main, Digital Spend CY 24,used
planned_media_spend_main, TV & Other Spend LY 23,used
planned_media_spend_main, Digital Spend LY 23,used
planned_media_spend_main, Total Spend A&P CY,used
planned_media_spend_main, Total Spend A&P LY,used
planned_media_spend_main, Total Spend A&P YoY,used
planned_media_spend_main, Spend 4 week avg 24 Planned,
planned_media_spend_main, Total Spend A&P CY Dynamic,
planned_media_spend_main, OFFLINE ACTUAL MAIN,used
planned_media_spend_main, ONLINE ACTUAL MAIN,used
planned_media_spend_main, OFFLINE 12 Week CY TIM,
planned_media_spend_main, OFFLINE 12 Week LY TIM,
planned_media_spend_main, OFFLINE 4 Week CY TIM,
planned_media_spend_main, OFFLINE 4 Week LY TIM,
planned_media_spend_main, ONLINE 12 Week CY TIM,
planned_media_spend_main, ONLINE 12 Week LY TIM,
planned_media_spend_main, ONLINE 4 Week LY TIM,
planned_media_spend_main, ONLINE 4 Week CY TIM,
planned_media_spend_main, Spend 12 week avg YoY TIM,
planned_media_spend_main, Spend 4 week avg YoY TIM,
planned_media_spend_main, SPEND BUDGET MAIN OVERALL TIM,
planned_media_spend_main, SPEND BUDGET MAIN OVERALL TIM 4W,used
planned_media_spend_main, SPEND BUDGET MAIN TIM,used
planned_media_spend_main, SPEND OPEN BUDGET Af/Dis/Soc/Sear/TV,used
planned_media_spend_main, SPEND OPEN BUDGET,
planned_media_spend_main, SPEND OPEN BUDGET 4W,used
planned_media_spend_main, Media Spend YoY 4W Slope_Deviation_from_Trend,
planned_media_spend_main, Media Spend YoY 12W Slope_Deviation_from_Trend,
planned_media_spend_main, 00_Planned Media Spend 4w Slope,
planned_media_spend_main, 00_Planned Media Spend 1w Slope,
planned_media_spend_main, 00_Planned Media Spend 1w Slope Dynamic,
planned_media_spend_main, Spend DKK NEXT week YoY NEW,
planned_media_spend_main, Spend DKK + 4 TIM,
planned_media_spend_main, Spend 4 week avg YoY,
planned_media_spend_main, Spend 12 week avg YoY,
planned_media_spend_main, Spend DKK + 1 week YoY,
planned_media_spend_main, Spend DKK + 2 week YoY,
planned_media_spend_main, Spend DKK + 3 week YoY,
planned_media_spend_main, Spend DKK + 4 week YoY,
planned_media_spend_main, Spend DKK NEXT week YoY,used
planned_media_spend_main, (%) Plan. Med. Spend,used
planned_media_spend_main, (%) Plan. Med. Spend 4 weeks,used
planned_media_spend_main, Spend 4 Week YoY DIGITAL,
planned_media_spend_main, Total Spend A&P YoY 4-Week,
Customer_Acquisition_Quarterly, CA_12week_YoY,deleted
